user_id,location,age
3329,"grantsville, utah, usa",40.0
6795,"portland, oregon, usa",31.0
7346,"sunnyvale, california, usa",49.0
7352,"houston, texas, usa",53.0
9419,"somewhere, texas, usa",41.0
9747,"ofallon, missouri, usa",34.0
9856,"glendale, colorado, usa",22.0
11224,"tumwater, washington, usa",51.0
12685,"charlotte, northcarolina, usa",43.0
12923,"louisville, kentucky, usa",39.0
13552,"cordova, tennessee, usa",32.0
13582,"lisboa, lisboa, portugal",29.0
14521,"providence, rhodeisland, usa",36.0
16666,"rogersville, tennessee, usa",38.0
16795,"mechanicsville, maryland, usa",47.0
17761,"pinckney, michigan, usa",38.0
19445,"selden, newyork, usa",36.0
20435,"fairhope, alabama, usa",62.0
20462,"bossiercity, louisiana, usa",37.0
20801,"riodejaneiro, riodejaneiro, brazil",29.0
20916,"elmwood, massachusetts, usa",37.0
21264,"northbrunswick, newjersey, usa",31.0
23511,"chapelhill, northcarolina, usa",56.0
23768,"stlouis, missouri, usa",45.0
26240,"sacramento, california, usa",34.0
26544,"woodbridge, virginia, usa",37.0
26593,"peoria, arizona, usa",37.0
27684,"knox, pennsylvania, usa",38.0
28123,"indiuanapolis, indiana, usa",41.0
28619,"hartford, connecticut, usa",38.0
29654,"offenbach, hessen, germany",42.0
30487,"newburypark, california, usa",40.0
30533,"charleston, southcarolina, usa",36.0
31299,"homercity, pennsylvania, usa",74.0
31315,"henryville, indiana, usa",34.0
31556,"chulavista, california, usa",51.0
31560,"charleston, southcarolina, usa",42.0
31694,"chulavista, california, usa",32.0
32516,"strose, louisiana, usa",44.0
35857,"mentor, ohio, usa",36.0
35859,"duluth, minnesota, usa",37.0
36606,"sanmarcos, california, usa",39.0
37874,"williamsburg, virginia, usa",43.0
38718,"aloha, oregon, usa",41.0
38991,"cumby, texas, usa",68.0
39345,"jacksonville, florida, usa",47.0
39646,"fairlesshills, pennsylvania, usa",35.0
40889,"brainerd, minnesota, usa",37.0
41781,"clintontwp, michigan, usa",54.0
44663,"klang, selangor, malaysia",41.0
45585,"sandiego, california, usa",39.0
46389,"pineknollshores, northcarolina, usa",55.0
46767,"leipzig, sachsen, germany",24.0
47971,"toronto, ontario, canada",40.0
48268,"vienna, vienna, austria",18.0
48911,"neworleans, louisiana, usa",57.0
49168,"ivydale, westvirginia, usa",57.0
49994,"clintonville, wisconsin, usa",40.0
52584,"livermore, california, usa",45.0
52994,"colton, oregon, usa",35.0
54005,"lacey, washington, usa",59.0
54884,"nashua, newhampshire, usa",33.0
55027,"burlington, northcarolina, usa",44.0
55492,"antioch, illinois, usa",43.0
57108,"newyork, newyork, usa",38.0
57423,"coburg, oregon, usa",42.0
57632,"pearland, texas, usa",39.0
59038,"sanantonio, texas, usa",28.0
59390,"uniontown, pennsylvania, usa",38.0
60130,"lowell, arkansas, usa",41.0
60569,"chardon, ohio, usa",41.0
60683,"hartford, wisconsin, usa",47.0
62667,"warsaw, virginia, usa",53.0
62881,"milwaukee, wisconsin, usa",39.0
63470,"reno, nevada, usa",56.0
64535,"fredericksburg, virginia, usa",43.0
64679,"buffalogrove, illinois, usa",39.0
66387,"kokomo, indiana, usa",52.0
67487,"melbourne, florida, australia",33.0
68256,"chickasha, oklahoma, usa",28.0
68537,"friendswood, texas, usa",70.0
69232,"mooresville, northcarolina, usa",55.0
70205,"fresno, california, usa",35.0
70666,"warwick, rhodeisland, usa",18.0
72523,"grandisland, newyork, usa",36.0
72975,"minneapolis, minnesota, usa",21.0
74709,"macomb, michigan, usa",21.0
75691,"cincinnati, ohio, usa",17.0
75819,"westfalls, newyork, usa",36.0
76352,"olympia, washington, usa",58.0
76368,"langley, britishcolumbia, canada",36.0
76942,"sacramento, california, usa",25.0
78165,"bologna, emiliaromagna, italy",36.0
78754,"dwight, illinois, usa",42.0
78834,"honolulu, hawaii, usa",28.0
78973,"amadora, lisboa, portugal",29.0
79186,"fairbanks, alaska, usa",37.0
79740,"stlouis, missouri, usa",24.0
80810,"warrensburg, missouri, usa",33.0
81088,"romsey, hampshire, unitedkingdom",18.0
81298,"savannah, georgia, usa",20.0
82114,"fairoaks, california, usa",42.0
82893,"sanantonio, texas, usa",40.0
83034,"fairbanks, alaska, usa",38.0
84024,"abilene, texas, usa",37.0
84611,"fremont, california, usa",42.0
85534,"cleveland, ohio, usa",49.0
86303,"denver, colorado, usa",31.0
86969,"forestgrove, oregon, usa",59.0
87257,"coeurdalene, idaho, usa",33.0
87929,"portland, oregon, usa",25.0
88006,"fresno, california, usa",27.0
90322,"lakeland, florida, usa",36.0
91633,"frenchcamp, california, usa",21.0
91832,"miami, florida, usa",36.0
93055,"stcharles, missouri, usa",42.0
93363,"farmingtonhills, michigan, usa",30.0
93643,"bergheim, texas, usa",40.0
93772,"portland, oregon, usa",42.0
93800,"mountvernon, washington, usa",52.0
94139,"sanmarcos, california, usa",42.0
94396,"shoreline, washington, usa",62.0
97721,"castrovalley, california, usa",46.0
98012,"fridayharbor, washington, usa",48.0
98468,"eugene, oregon, usa",33.0
98723,"cincinnati, ohio, usa",29.0
98923,"libertytownship, ohio, usa",39.0
100009,"victoria, britishcolumbia, canada",49.0
100393,"riverside, california, usa",38.0
101209,"fthuachuca, arizona, usa",44.0
102647,"modesto, california, usa",14.0
102967,"olympia, washington, usa",54.0
103315,"norton, ohio, usa",32.0
103416,"tucson, arizona, usa",33.0
105124,"sarasota, florida, usa",38.0
105937,"tampa, florida, usa",27.0
105979,"oakland, california, usa",26.0
106230,"dumas, texas, usa",40.0
107201,"troy, michigan, usa",38.0
107244,"appleton, wisconsin, usa",50.0
107784,"tarentum, pennsylvania, usa",36.0
108143,"cincinnati, ohio, usa",17.0
108247,"winterville, northcarolina, usa",42.0
110127,"cambridge, massachusetts, usa",42.0
110440,"fairfax, virginia, usa",29.0
110558,"losangeles, california, usa",40.0
110973,"wileyford, westvirginia, usa",43.0
112001,"barrensprings, virginia, usa",43.0
112093,"spencer, indiana, usa",35.0
112280,"saintcharles, missouri, usa",50.0
113328,"paintedpost, newyork, usa",39.0
114544,"antelope, california, usa",35.0
115003,"asheville, northcarolina, usa",43.0
115120,"shermanoaks, california, usa",29.0
116127,"vancouver, washington, usa",38.0
116428,"pickering, ontario, canada",47.0
117594,"moline, illinois, usa",26.0
118659,"blacksburg, virginia, usa",37.0
120396,"boyce, virginia, usa",46.0
120771,"garland, texas, usa",49.0
122251,"hampden, northdakota, usa",30.0
122440,"vancouver, britishcolumbia, canada",29.0
122658,"atlanta, georgia, usa",38.0
123137,"decatur, georgia, usa",41.0
123430,"manning, southcarolina, usa",40.0
123790,"mountvernon, newyork, usa",25.0
123981,"phoenix, arizona, usa",46.0
124259,"boulder, colorado, usa",37.0
124363,"tallahassee, florida, usa",36.0
124487,"ramah, newmexico, usa",38.0
125039,"lafayette, indiana, usa",27.0
125519,"irvine, california, usa",40.0
126492,"westmont, illinois, usa",31.0
127200,"urbana, illinois, usa",34.0
128185,"glendale, missouri, usa",39.0
128208,"sanantonio, texas, usa",34.0
128463,"jerseycity, newjersey, usa",38.0
129084,"boise, idaho, usa",39.0
130784,"ferndale, washington, usa",40.0
131046,"ellington, connecticut, usa",26.0
131681,"muskegon, michigan, usa",48.0
131703,"endicott, newyork, usa",38.0
131837,"westvalleycity, utah, usa",33.0
132144,"seattle, washington, usa",38.0
133706,"palmyra, westernaustralia, australia",30.0
133738,"indianapolis, indiana, usa",28.0
134264,"phoenix, arizona, usa",34.0
134797,"elkgrove, california, usa",38.0
134863,"sanjose, california, usa",37.0
135149,"ftpierce, florida, usa",36.0
135831,"potomacfalls, virginia, usa",38.0
136096,"arlington, virginia, usa",47.0
136396,"warren, ohio, usa",34.0
136707,"laplace, louisiana, usa",50.0
137589,"enterprise, oregon, usa",35.0
140824,"wetzlar, hessen, germany",53.0
141444,"westspringfield, massachusetts, usa",37.0
143134,"marion, arkansas, usa",27.0
143253,"dyersburg, tennessee, usa",27.0
143939,"ellensburg, washington, usa",37.0
144062,"stow, massachusetts, usa",16.0
144255,"riedstadt, hessen, germany",38.0
144478,"galveston, texas, usa",39.0
144531,"pleasanton, california, usa",37.0
145619,"middletown, connecticut, usa",36.0
146113,"cary, northcarolina, usa",38.0
146279,"camdenton, missouri, usa",42.0
146816,"minneapolis, minnesota, usa",42.0
147965,"lakewales, florida, usa",37.0
149120,"hillsdale, michigan, usa",39.0
150400,"sacramento, california, usa",38.0
150896,"vancouver, washington, usa",30.0
151004,"millburn, newjersey, usa",41.0
151063,"sanantonio, texas, usa",70.0
152354,"boston, massachusetts, usa",40.0
152696,"studiocity, california, usa",38.0
153513,"littlerock, arkansas, usa",31.0
153718,"roundlake, illinois, usa",27.0
154730,"encinitas, california, usa",42.0
155495,"hoodriver, oregon, usa",26.0
156300,"pinonhills, california, usa",49.0
159440,"lille, nord, france",27.0
159506,"portland, oregon, usa",28.0
160735,"blaine, minnesota, usa",39.0
160819,"miami, florida, usa",43.0
161870,"steubenville, ohio, usa",39.0
163194,"westlinn, oregon, usa",57.0
163693,"decatur, alabama, usa",37.0
164323,"delta, britishcolumbia, canada",31.0
165618,"pforzheim, badenwuerttemberg, germany",40.0
165842,"doylestown, pennsylvania, usa",42.0
165884,"louisville, kentucky, usa",37.0
166391,"hanover, pennsylvania, usa",60.0
167038,"kissimmee, florida, usa",38.0
167800,"olivebranch, mississippi, usa",57.0
168132,"middletown, maryland, usa",37.0
169403,"marietta, georgia, usa",43.0
170518,"gaithersburg, maryland, usa",61.0
170580,"carlsbad, california, usa",42.0
171078,"langley, britishcolumbia, canada",43.0
172539,"lakewood, california, usa",37.0
172742,"astoria, oregon, usa",44.0
173415,"chicago, illinois, usa",31.0
173684,"chulavista, california, usa",15.0
174642,"zelienople, pennsylvania, usa",32.0
175117,"royersford, pennsylvania, usa",37.0
176477,"universityheights, ohio, usa",46.0
176790,"irvine, california, usa",43.0
176894,"saltlakecity, utah, usa",32.0
178130,"auburn, washington, usa",45.0
179068,"omaha, nebraska, usa",30.0
181519,"oakville, connecticut, canada",40.0
182459,"fortwayne, indiana, usa",28.0
182746,"jacksonville, florida, usa",44.0
185384,"stcharles, missouri, usa",34.0
185722,"longbeach, california, usa",24.0
186570,"rantoul, illinois, usa",28.0
187266,"gordon, nebraska, usa",66.0
187533,"sanjose, california, usa",68.0
187944,"hopatcong, newjersey, usa",41.0
189655,"pittsburgh, pennsylvania, usa",40.0
190741,"corpuschristi, texas, usa",52.0
192353,"lasvegas, nevada, usa",26.0
192399,"grandrapids, michigan, usa",40.0
193529,"florissant, missouri, usa",51.0
193898,"paradise, pennsylvania, usa",41.0
195347,"riverside, california, usa",41.0
195469,"congers, newyork, usa",39.0
195694,"tucson, arizona, usa",29.0
197364,"cumming, georgia, usa",30.0
198046,"milwaukee, wisconsin, usa",51.0
198412,"waretown, newjersey, usa",17.0
198483,"silverspring, maryland, usa",38.0
198711,"littlecanada, minnesota, usa",62.0
199092,"rotterdam, zuidholland, netherlands",50.0
199640,"bellingham, washington, usa",34.0
200234,"rr1battersea, ontario, canada",53.0
200402,"campbell, california, usa",35.0
201548,"rheinfelden, badenwuerttemberg, germany",29.0
202619,"encino, california, usa",28.0
203649,"mountvernon, kentucky, usa",41.0
204504,"woodside, newyork, usa",41.0
205963,"santaclara, california, usa",56.0
206423,"columbia, maryland, usa",42.0
207259,"florence, oregon, usa",38.0
207291,"brisbane, queensland, australia",39.0
207782,"midland, texas, usa",28.0
207825,"fairbanks, alaska, usa",52.0
208147,"federalway, washington, usa",41.0
208607,"springfield, nebraska, usa",36.0
210276,"northfortmyers, florida, usa",67.0
210717,"wantagh, newyork, usa",42.0
210838,"springfield, illinois, usa",66.0
211321,"cincinnati, ohio, usa",19.0
213220,"york, pennsylvania, usa",37.0
213760,"omaha, nebraska, usa",32.0
214786,"boonecounty, kentucky, usa",36.0
215256,"sunvalley, california, usa",34.0
215949,"browncity, michigan, usa",39.0
216670,"pensacola, florida, usa",37.0
216683,"sanjose, california, usa",35.0
217375,"stpetersburg, florida, usa",35.0
217516,"loudouncounty, virginia, usa",56.0
217986,"ypsilanti, michigan, usa",35.0
218121,"brighton, colorado, usa",36.0
221445,"portland, oregon, usa",37.0
222217,"hamburg, hamburg, germany",25.0
223331,"fortlauderdale, florida, usa",42.0
224435,"warren, michigan, usa",24.0
224764,"rockaway, newjersey, usa",37.0
225717,"warsaw, mazowiecka, poland",33.0
225810,"elcajon, california, usa",56.0
225826,"dallas, texas, usa",23.0
225989,"palmdale, california, usa",27.0
226638,"reno, nevada, usa",50.0
227392,"waltham, massachusetts, usa",30.0
229011,"mclean, virginia, usa",37.0
231237,"waianae, hawaii, usa",36.0
232131,"oakland, california, usa",37.0
232271,"iowacity, iowa, usa",46.0
232945,"newport, rhodeisland, usa",28.0
233731,"kingston, ontario, canada",44.0
234623,"scarborough, maine, usa",34.0
235059,"aurora, illinois, usa",24.0
235842,"griswold, iowa, usa",41.0
235935,"bridgeton, newjersey, usa",43.0
236172,"chesapeake, virginia, usa",34.0
240024,"amarillo, texas, usa",40.0
240144,"muskego, wisconsin, usa",34.0
240567,"hawthorne, newjersey, usa",33.0
240951,"austin, texas, usa",41.0
241306,"colfax, northcarolina, usa",32.0
241548,"saratoga, california, usa",44.0
241666,"sanfrancisco, california, usa",35.0
241980,"ashburn, virginia, usa",35.0
242843,"scottsdale, arizona, usa",43.0
242891,"rockwall, texas, usa",84.0
243930,"montreuil, seinesaintdenis, france",43.0
244349,"losbanos, california, usa",40.0
244627,"shelbyville, tennessee, usa",32.0
244761,"santarosa, california, usa",40.0
245616,"sacramento, california, usa",28.0
245963,"saintlouis, missouri, usa",36.0
246333,"memphis, tennessee, usa",31.0
246655,"mooresville, northcarolina, usa",39.0
250101,"phoenix, arizona, usa",61.0
250184,"renton, washington, usa",34.0
251122,"hartley, iowa, usa",40.0
251377,"sacramento, california, usa",33.0
251613,"sonoma, california, usa",34.0
253106,"westchestercounty, newyork, usa",45.0
254971,"boise, idaho, usa",53.0
255719,"columbus, ohio, usa",30.0
256407,"florissant, missouri, usa",58.0
256925,"louisville, kentucky, usa",32.0
258534,"mcqueeney, texas, usa",32.0
258884,"belvidere, illinois, usa",39.0
259078,"fairbanks, alaska, usa",49.0
259223,"twinfalls, idaho, usa",82.0
259543,"southsanfrancisco, california, usa",40.0
259778,"hillsboro, oregon, usa",47.0
259846,"rohnertpark, calabria, usa",42.0
260897,"chicago, illinois, usa",25.0
261378,"omaha, nebraska, usa",42.0
261829,"fpo, ap, usa",32.0
262846,"greenville, texas, usa",38.0
263163,"austin, texas, usa",26.0
263644,"mendon, massachusetts, usa",44.0
263877,"victoria, britishcolumbia, canada",44.0
265115,"vista, california, usa",38.0
265276,"missoula, montana, usa",39.0
265313,"morrisville, northcarolina, usa",33.0
266268,"camden, southcarolina, usa",41.0
267549,"olympia, washington, usa",34.0
268330,"miami, florida, usa",23.0
269566,"seattle, washington, usa",9.0
269614,"beaverdam, wisconsin, usa",46.0
271284,"alexandria, virginia, usa",50.0
271558,"henderson, nevada, usa",35.0
273190,"coconutgrove, florida, usa",71.0
273979,"bloomsburg, pennsylvania, usa",20.0
274167,"whitehorse, yukonterritory, canada",52.0
274308,"delraybeach, florida, usa",33.0
274823,"austin, texas, usa",39.0
276641,"porto, porto, portugal",25.0
277478,"schiedam, zuidholland, netherlands",31.0
3373,"elkgrove, california, usa",30.0
4781,"manchester, newhampshire, usa",47.0
5555,"perigny, poitoucharentes, france",40.0
6026,"bangor, maine, usa",41.0
6242,"calgary, alberta, canada",37.0
7210,"rothesay, newbrunswick, canada",33.0
8362,"losangeles, california, usa",28.0
8570,"rochester, newyork, usa",23.0
11104,"wyncote, pennsylvania, usa",38.0
12863,"london, england, unitedkingdom",29.0
14449,"saskatoon, saskatchewan, canada",72.0
16231,"kanata, ontario, canada",32.0
17003,"carlsbad, california, usa",35.0
20265,"tampa, florida, usa",29.0
21870,"carlisle, pennsylvania, usa",35.0
22625,"lynbrook, newyork, usa",54.0
27624,"london, england, unitedkingdom",54.0
28056,"lancaster, pennsylvania, usa",36.0
32793,"quebec, quebec, canada",22.0
34588,"westlinn, oregon, usa",37.0
34864,"belfort, franchecomt, france",39.0
36197,"topeka, kansas, usa",44.0
36715,"lexington, kentucky, usa",32.0
36907,"dunnville, ontario, canada",39.0
40330,"germantown, maryland, usa",33.0
40612,"sterlingheights, michigan, usa",25.0
43619,"shrewsbury, massachusetts, usa",26.0
49980,"newhartford, newyork, usa",27.0
52832,"highlandpark, illinois, usa",32.0
57105,"roswell, georgia, usa",32.0
58363,"coloradosprings, colorado, usa",81.0
61619,"coburg, oregon, usa",39.0
63956,"emporia, kansas, usa",28.0
64763,"chicago, illinois, usa",43.0
68943,"coventry, connecticut, usa",37.0
69378,"mililani, hawaii, usa",46.0
75723,"farmingtonhills, michigan, usa",40.0
77181,"louisville, kentucky, usa",33.0
80683,"newcastle, delaware, usa",27.0
80837,"fortmyers, florida, usa",34.0
82407,"washington, dc, usa",35.0
85653,"lansdowne, pennsylvania, usa",53.0
85656,"cottagegrove, oregon, usa",41.0
86219,"ludwigshafen, rheinlandpfalz, germany",26.0
86243,"christchurch, canterbury, newzealand",35.0
86835,"mercerisland, washington, usa",36.0
87746,"wallingford, connecticut, usa",52.0
89856,"seattle, washington, usa",31.0
91931,"newwestminster, britishcolumbia, canada",40.0
92810,"manistee, michigan, usa",60.0
93698,"halfmoonbay, britishcolumbia, canada",70.0
95392,"toronto, ontario, canada",25.0
95932,"manchester, newhampshire, usa",36.0
99946,"chicago, illinois, usa",36.0
100459,"bayarea, california, usa",38.0
101043,"glenshaw, pennsylvania, usa",40.0
101559,"winchester, virginia, usa",38.0
101851,"keizer, oregon, usa",29.0
102327,"atlanta, georgia, usa",35.0
102359,"springfield, oregon, usa",36.0
102430,"portage, wisconsin, usa",37.0
104796,"anchorage, alaska, usa",38.0
105214,"pittsburgh, pennsylvania, usa",34.0
105517,"calgary, alberta, canada",28.0
107258,"lowell, massachusetts, usa",36.0
108005,"greenfield, wisconsin, usa",29.0
112026,"lakewood, washington, usa",17.0
114698,"olympia, washington, usa",81.0
116210,"oisterwijk, noordbrabant, netherlands",46.0
117041,"mesa, arizona, usa",40.0
118135,"porto, porto, portugal",29.0
119858,"centennial, colorado, usa",53.0
120807,"corrales, newmexico, usa",43.0
124298,"stockton, california, usa",25.0
124874,"warren, newjersey, usa",32.0
125774,"tehran, tehran, others",36.0
127429,"kansascity, missouri, usa",23.0
129373,"mercerisland, washington, usa",54.0
129716,"tallahassee, florida, usa",30.0
132230,"pittsburgh, pennsylvania, usa",58.0
132930,"wokingham, england, unitedkingdom",29.0
134869,"menifeelakes, california, usa",38.0
136205,"cresthill, illinois, usa",39.0
143968,"wesleychapel, florida, usa",39.0
144803,"littlerock, arkansas, usa",23.0
146932,"miami, florida, usa",30.0
148744,"campbellsport, wisconsin, usa",67.0
150968,"manchester, newhampshire, usa",47.0
153042,"annarbor, michigan, usa",35.0
153577,"grandrapids, michigan, usa",40.0
153662,"ftstewart, georgia, usa",44.0
156150,"howell, newjersey, usa",36.0
157273,"drippingsprings, texas, usa",37.0
157799,"heemstede, noordholland, netherlands",42.0
159732,"watchung, newjersey, usa",47.0
160032,"heidelberg, badenwrttemberg, germany",29.0
165319,"tucson, arizona, usa",28.0
167812,"vancouver, washington, usa",38.0
171295,"silverspring, maryland, usa",27.0
173018,"christchurch, canterbury, newzealand",38.0
174326,"winnipeg, manitoba, canada",38.0
174633,"nashville, tennessee, usa",31.0
175003,"roundrock, texas, usa",33.0
176838,"helsinki, uusimaa, finland",27.0
178667,"freehold, newjersey, usa",34.0
184299,"omaha, nebraska, usa",31.0
187145,"grapeview, washington, usa",65.0
196457,"seattle, washington, usa",35.0
202182,"stcharles, illinois, usa",24.0
202547,"owensboro, kentucky, usa",21.0
204864,"simivalley, california, usa",47.0
204909,"saltlakecity, utah, usa",35.0
207965,"eugene, oregon, usa",46.0
212847,"angleton, texas, usa",38.0
212849,"ftlauderdale, florida, usa",59.0
215388,"citrusheights, california, usa",37.0
218421,"dawsoncreek, britishcolumbia, canada",32.0
221232,"rockhill, southcarolina, usa",21.0
223402,"sancarlos, california, usa",36.0
224138,"carlsbad, california, usa",36.0
224236,"neptune, newjersey, usa",37.0
227025,"saskatoon, saskatchewan, canada",33.0
227275,"saskatoon, saskatchewan, canada",47.0
227884,"virginiabeach, virginia, usa",25.0
230249,"glenrock, pennsylvania, usa",29.0
231210,"roanoke, virginia, usa",44.0
232103,"durham, northcarolina, usa",30.0
234205,"lakeworth, florida, usa",15.0
235011,"seattle, washington, usa",34.0
237436,"idahofalls, idaho, usa",38.0
238120,"louisville, kentucky, usa",25.0
240353,"houston, texas, usa",45.0
240401,"denver, colorado, usa",64.0
241214,"desoto, unknown, usa",35.0
243879,"losangeles, california, usa",32.0
244171,"moline, illinois, usa",51.0
244643,"santarosa, california, usa",36.0
250764,"cove, oregon, usa",37.0
250892,"stpetersburg, florida, usa",21.0
251150,"eastsetuaket, newyork, usa",33.0
252627,"tucson, arizona, usa",35.0
253855,"edmonton, alberta, canada",29.0
254160,"millbrae, california, usa",33.0
258109,"hamburg, hamburg, germany",37.0
258747,"longbeach, california, usa",45.0
264543,"quincy, massachusetts, usa",36.0
264657,"stlouis, missouri, usa",23.0
266283,"wallawalla, washington, usa",62.0
267293,"ferndale, california, usa",38.0
269688,"chicago, illinois, usa",38.0
269799,"newyork, newyork, usa",38.0
271135,"annarbor, michigan, usa",38.0
271144,"albuquerque, newmexico, usa",25.0
274056,"seattle, washington, usa",24.0
277711,"mannheim, badenwuerttemberg, germany",34.0
278418,"omaha, nebraska, usa",36.0
6910,"bothell, washington, usa",29.0
7913,"missionhills, california, usa",43.0
58516,"rockyriver, ohio, usa",30.0
59971,"kingwood, texas, usa",27.0
60244,"alvin, texas, usa",47.0
79089,"nickerson, kansas, usa",29.0
98758,"calgary, alberta, canada",25.0
113817,"melbourne, victoria, australia",25.0
126604,"northreading, massachusetts, usa",27.0
146348,"tigard, oregon, usa",35.0
172760,"sanantonio, texas, usa",29.0
187763,"nyack, newyork, usa",33.0
196108,"seattle, washington, usa",34.0
206202,"arlingtonheights, illinois, usa",16.0
271622,"malmok, unknown, others",37.0
3675,"barcelona, catalunya, spain",24.0
6366,"madrid, madrid, spain",20.0
13872,"barcelona, catalunya, spain",17.0
16654,"mlaga, andalucia, spain",35.0
16673,"cadiz, cadiz, spain",30.0
17183,"zaragoza, zaragoza, spain",23.0
18384,"palmademallorca, baleares, spain",37.0
55217,"vigo, pontevedra, spain",26.0
80908,"lleida, catalunya, spain",30.0
94985,"santcugatdelvalls, catalunya, spain",39.0
105476,"zaragoza, aragn, spain",22.0
124888,"matar, barcelona, spain",25.0
126644,"zaragoza, aragon, spain",30.0
131126,"barcelona, catalunya, spain",31.0
134556,"santander, cantabria, spain",28.0
136633,"burgos, burgos, spain",32.0
137437,"sevilla, sevilla, spain",26.0
141518,"vigo, pontevedra, spain",27.0
152107,"zaragoza, zaragoza, spain",42.0
156502,"zaragoza, aragn, spain",33.0
157118,"bilbao, bizkaia, spain",31.0
158627,"valladolid, castillaylen, spain",32.0
164533,"sitges, barcelona, spain",46.0
182987,"armentia, lava, spain",41.0
187810,"cabrils, catalunya, spain",45.0
189750,"crdoba, andaluca, spain",29.0
214920,"lleida, catalunya, spain",35.0
217740,"madrid, madrid, spain",37.0
229501,"zaragoza, zaragoza, spain",20.0
240440,"barcelona, catalunya, spain",30.0
241268,"barcelona, catalunya, spain",34.0
248325,"zaragoza, dc, spain",33.0
254982,"sansebastian, guipuzcoa, spain",28.0
267172,"javea, alicante, spain",27.0
12,"fortbragg, california, usa",38.0
67997,"lincolncity, oregon, usa",53.0
14,"mediapolis, iowa, usa",38.0
164027,"burlington, ontario, canada",35.0
174791,"longbeach, california, usa",38.0
259901,"thompson, manitoba, canada",33.0
242,"neuffen, badenwuerttemberg, germany",37.0
487,"houston, texas, usa",41.0
626,"graz, steiermark, austria",41.0
899,"bielefeld, nordrheinwestfalen, germany",23.0
901,"worcester, worcestershire, unitedkingdom",21.0
1025,"maidstone, england, unitedkingdom",33.0
1140,"bridgewater, newjersey, usa",19.0
1343,"bishopauckland, england, unitedkingdom",33.0
1435,"stlouis, missouri, usa",36.0
1486,"montmorency, victoria, australia",75.0
1733,"independence, westvirginia, usa",30.0
1863,"feucht, bayern, germany",43.0
1903,"hualien, taiwan, others",36.0
2411,"lakecity, florida, usa",37.0
2766,"frisco, texas, usa",42.0
3032,"sydney, newsouthwales, australia",40.0
3556,"bismarck, northdakota, usa",68.0
4092,"hixson, tennessee, usa",27.0
4131,"hemelhempstead, england, unitedkingdom",51.0
4285,"adrian, michigan, usa",50.0
